# RegAddr,RegName,DefVal/Mask,ValueDes,Description
30.640.0,Swap RXP/N,RW,0=disable; 1=enable,"Assert this bit to enable inversion of the data presented at RXP/N.  This can be helpful to accommodate board route swapping for actual RXP/N via MDIO SW control.  This swapping manifests itself as a inversion of data and so, in practice this inversion is provided inside the digital section of the receiver. "
,,,,
R30.896,25G Rx Lane 2 Main Control,16'h0002,,
30.896.15:3,Reserved,R,,
30.896.2,Autozero Complete,R,,"Upon beginning the autozero process, the 'Autozero Complete' readable status bit will be de-asserted.  It will reflect the current state of the autozero process  when any subsequent read access to address 00h is performed."
30.896.1,Force Autozero Start,RW,0=disable; 1=enable,"Assert this bit to begin the automatic internal sense amp offset autozero function.  Specifically, it is the '0' -> '1' transition of this bit that will initiate the autozero process.  It will be necessary to  write back to '0' and then to '1' again in a separate write event to re-initiate the autozero process.  Upon beginning the autozero process, the 'Autozero Complete' readable status bit will be de-asserted.  It will reflect the current state of the autozero process  when any subsequent read access to address 00h is performed."
30.896.0,Swap RXP/N,RW,0=disable; 1=enable,"Assert this bit to enable inversion of the data presented at RXP/N.  This can be helpful to accommodate board route swapping for actual RXP/N via MDIO SW control.  This swapping manifests itself as a inversion of data and so, in practice this inversion is provided inside the digital section of the receiver. "
,,,,
R30.1152,25G Rx Lane 3 Main Control,16'h0002,,
30.1152.15:3,Reserved,R,,
30.1152.2,Autozero Complete,R,,"Upon beginning the autozero process, the 'Autozero Complete' readable status bit will be de-asserted.  It will reflect the current state of the autozero process  when any subsequent read access to address 00h is performed."
30.1152.1,Force Autozero Start,RW,0=disable; 1=enable,"Assert this bit to begin the automatic internal sense amp offset autozero function.  Specifically, it is the '0' -> '1' transition of this bit that will initiate the autozero process.  It will be necessary to  write back to '0' and then to '1' again in a separate write event to re-initiate the autozero process.  Upon beginning the autozero process, the 'Autozero Complete' readable status bit will be de-asserted.  It will reflect the current state of the autozero process  when any subsequent read access to address 00h is performed."
30.1152.0,Swap RXP/N,RW,0=disable; 1=enable,"Assert this bit to enable inversion of the data presented at RXP/N.  This can be helpful to accommodate board route swapping for actual RXP/N via MDIO SW control.  This swapping manifests itself as a inversion of data and so, in practice this inversion is provided inside the digital section of the receiver. "
,,,,
,,,,
,,,,
R30.385,25G Rx0 1st Order CDR Cntl,16'h0102,,
30.385.15:11,Reserved,R,,
30.385.10:8,PI Resolution,RW,001=32 step; 010=64 step; 100=128 step;,This 3 bit field specifies the resolution for the phase interpolator. It is important to ensure that only 1 bit is set = '1' at any time.
30.385.7,Reserved,R,,
30.385.6:0,CDR1 Threshold,RW,0000001=8 votes; 0000010=16 votes; 0000100=24 votes; 0001000=32 votes; 0010000=40 votes; 0100000=48 votes; 1000000=56 votes; ,This 7 bit field specifies the first order CDR voting threshold. It is not coded. This field defines the number of up/down votes before a corresponding adjustment is requested to the phase interpolator to adjust the input data sampling position. It is important to ensure that only 1 bit is set = '1' at any time.
,,,,
R30.641,25G Rx1 1st Order CDR Cntl,16'h0102,,
30.641.15:11,Reserved,R,,
30.641.10:8,PI Resolution,RW,001=32 step; 010=64 step; 100=128 step;,This 3 bit field specifies the resolution for the phase interpolator. It is important to ensure that only 1 bit is set = '1' at any time.
30.641.7,Reserved,R,,
30.641.6:0,CDR1 Threshold,RW,0000001=8 votes; 0000010=16 votes; 0000100=24 votes; 0001000=32 votes; 0010000=40 votes; 0100000=48 votes; 1000000=56 votes; ,This 7 bit field specifies the first order CDR voting threshold. It is not coded. This field defines the number of up/down votes before a corresponding adjustment is requested to the phase interpolator to adjust the input data sampling position. It is important to ensure that only 1 bit is set = '1' at any time.
,,,,
R30.897,25G Rx2 1st Order CDR Cntl,16'h0102,,
30.897.15:11,Reserved,R,,
30.897.10:8,PI Resolution,RW,001=32 step; 010=64 step; 100=128 step;,This 3 bit field specifies the resolution for the phase interpolator. It is important to ensure that only 1 bit is set = '1' at any time.
30.897.7,Reserved,R,,
30.897.6:0,CDR1 Threshold,RW,0000001=8 votes; 0000010=16 votes; 0000100=24 votes; 0001000=32 votes; 0010000=40 votes; 0100000=48 votes; 1000000=56 votes; ,This 7 bit field specifies the first order CDR voting threshold. It is not coded. This field defines the number of up/down votes before a corresponding adjustment is requested to the phase interpolator to adjust the input data sampling position. It is important to ensure that only 1 bit is set = '1' at any time.
,,,,
R30.1153,25G Rx3 1st Order CDR Cntl,16'h0102,,
30.1153.15:11,Reserved,R,,
30.1153.10:8,PI Resolution,RW,001=32 step; 010=64 step; 100=128 step;,This 3 bit field specifies the resolution for the phase interpolator. It is important to ensure that only 1 bit is set = '1' at any time.
30.1153.7,Reserved,R,,
30.1153.6:0,CDR1 Threshold,RW,0000001=8 votes; 0000010=16 votes; 0000100=24 votes; 0001000=32 votes; 0010000=40 votes; 0100000=48 votes; 1000000=56 votes; ,This 7 bit field specifies the first order CDR voting threshold. It is not coded. This field defines the number of up/down votes before a corresponding adjustment is requested to the phase interpolator to adjust the input data sampling position. It is important to ensure that only 1 bit is set = '1' at any time.
,,,,
,,,,
R30.386,25G Rx0 2nd Order CDR Cntl,16'h0200,,
30.386.15:11,Reserved,R,,
30.386.10:8,CDR2 config,RW,000=10K UI; 001=20K UI; 010=40K UI; 011=80K UI; 100=160K UI;,"These 3 bits provide a coded select of 5 sets of (measurement interval width, the threshold count for accumulated PI steps before a change is made to the 2nd order CDR state and a threshold of inc/dec counts within the window interval prior to declaring loss of link).  In all cases, the RXD hardware automatically adjusts these numbers for different PI resolution selection."
30.386.7:1,Reserved,R,,
30.386.0,CDR2 Enable,RW,0=disable; 1=enable,Enable/Disable 2nd order CDR
,,,,
R30.642,25G Rx1 2nd Order CDR Cntl,16'h0200,,
30.642.15:11,Reserved,R,,
30.642.10:8,CDR2 config,RW,000=10K UI; 001=20K UI; 010=40K UI; 011=80K UI; 100=160K UI;,"These 3 bits provide a coded select of 5 sets of (measurement interval width, the threshold count for accumulated PI steps before a change is made to the 2nd order CDR state and a threshold of inc/dec counts within the window interval prior to declaring loss of link).  In all cases, the RXD hardware automatically adjusts these numbers for different PI resolution selection."
30.642.7:1,Reserved,R,,
30.642.0,CDR2 Enable,RW,0=disable; 1=enable,Enable/Disable 2nd order CDR
,,,,
R30.898,25G Rx2 2nd Order CDR Cntl,16'h0200,,
30.898.15:11,Reserved,R,,
30.898.10:8,CDR2 config,RW,000=10K UI; 001=20K UI; 010=40K UI; 011=80K UI; 100=160K UI;,"These 3 bits provide a coded select of 5 sets of (measurement interval width, the threshold count for accumulated PI steps before a change is made to the 2nd order CDR state and a threshold of inc/dec counts within the window interval prior to declaring loss of link).  In all cases, the RXD hardware automatically adjusts these numbers for different PI resolution selection."
30.898.7:1,Reserved,R,,
30.898.0,CDR2 Enable,RW,0=disable; 1=enable,Enable/Disable 2nd order CDR
,,,,
R30.1154,25G Rx3 2nd Order CDR Cntl,16'h0200,,
30.1154.15:11,Reserved,R,,
30.1154.10:8,CDR2 config,RW,000=10K UI; 001=20K UI; 010=40K UI; 011=80K UI; 100=160K UI;,"These 3 bits provide a coded select of 5 sets of (measurement interval width, the threshold count for accumulated PI steps before a change is made to the 2nd order CDR state and a threshold of inc/dec counts within the window interval prior to declaring loss of link).  In all cases, the RXD hardware automatically adjusts these numbers for different PI resolution selection."
30.1154.7:1,Reserved,R,,
30.1154.0,CDR2 Enable,RW,0=disable; 1=enable,Enable/Disable 2nd order CDR
,,,,
,,,,
,,,,
R30.387,25G Rx Lane 0 Eq Control,16'h0404,,
30.387.15:12,Voting Offset,RW,,This field selects a voting offset used in the receive equalization algorithm.  The default value of zero selects no voting offset.  The offset value used is scaled by the selected voting window (period).
30.387.11:10,Threshold ,RW,,This field selects the threshold used in the receive equalization algorithm.  The threshold value used is scaled by the selected voting window (period).
30.387.9:8,Voting Window,RW,00 = 80K UI; 01 = 160K UI;  10 = 320K UI; 11 = 640K UI;,This field selects the time window (period) used by the receive equalization algorithm.
30.387.7:3,Reserved,R,,
30.387.2:1,RxEq Adaptive Threshold Mode,RW,00 = Threshold adaptation disabled; 01 = Continuous threshold adaptation ; 10 = One-shot mode-A adaptation; 11 = One-shot mode-B adaptation;,"This field selects the threshold adaption mode: 00 = Threshold adaptation disabled; 01 = Continuous threshold adaptation - Threshold adaptation is always active; 10 = One-shot mode-A adaptation - Once stable state is reached, threshold value is increased by 2*value in Table 60, and threshold adaptation is disabled; 11 = One-shot mode-B adaptation - as Mode-A, but increase by 4*value"
30.387.0,Eq adapt enable,RW,0=disable; 1=enable,"Set to '1' to enable the equalizer adaptation. Set to '0' to turn off equalizer adaptation. The user can freely write this bit to '0' or '1' to freeze/lock the currently adapted state of the equalizer or to (re)enable the adaptive behavior, respectively"
,,,,
R30.643,25G Rx Lane 1 Eq Control,16'h0404,,
30.643.15:12,Voting Offset,RW,,This field selects a voting offset used in the receive equalization algorithm.  The default value of zero selects no voting offset.  The offset value used is scaled by the selected voting window (period).
30.643.11:10,Threshold ,RW,,This field selects the threshold used in the receive equalization algorithm.  The threshold value used is scaled by the selected voting window (period).
30.643.9:8,Voting Window,RW,00 = 80K UI; 01 = 160K UI;  10 = 320K UI; 11 = 640K UI;,This field selects the time window (period) used by the receive equalization algorithm.
30.643.7:3,Reserved,R,,
30.643.2:1,RxEq Adaptive Threshold Mode,RW,00 = Threshold adaptation disabled; 01 = Continuous threshold adaptation ; 10 = One-shot mode-A adaptation; 11 = One-shot mode-B adaptation;,"This field selects the threshold adaption mode: 00 = Threshold adaptation disabled; 01 = Continuous threshold adaptation - Threshold adaptation is always active; 10 = One-shot mode-A adaptation - Once stable state is reached, threshold value is increased by 2*value in Table 60, and threshold adaptation is disabled; 11 = One-shot mode-B adaptation - as Mode-A, but increase by 4*value"
30.643.0,Eq adapt enable,RW,0=disable; 1=enable,"Set to '1' to enable the equalizer adaptation. Set to '0' to turn off equalizer adaptation. The user can freely write this bit to '0' or '1' to freeze/lock the currently adapted state of the equalizer or to (re)enable the adaptive behavior, respectively"
,,,,
R30.899,25G Rx Lane 2 Eq Control,16'h0404,,
30.899.15:12,Voting Offset,RW,,This field selects a voting offset used in the receive equalization algorithm.  The default value of zero selects no voting offset.  The offset value used is scaled by the selected voting window (period).
30.899.11:10,Threshold ,RW,,This field selects the threshold used in the receive equalization algorithm.  The threshold value used is scaled by the selected voting window (period).
30.899.9:8,Voting Window,RW,00 = 80K UI; 01 = 160K UI;  10 = 320K UI; 11 = 640K UI;,This field selects the time window (period) used by the receive equalization algorithm.
30.899.7:3,Reserved,R,,
30.899.2:1,RxEq Adaptive Threshold Mode,RW,00 = Threshold adaptation disabled; 01 = Continuous threshold adaptation ; 10 = One-shot mode-A adaptation; 11 = One-shot mode-B adaptation;,"This field selects the threshold adaption mode: 00 = Threshold adaptation disabled; 01 = Continuous threshold adaptation - Threshold adaptation is always active; 10 = One-shot mode-A adaptation - Once stable state is reached, threshold value is increased by 2*value in Table 60, and threshold adaptation is disabled; 11 = One-shot mode-B adaptation - as Mode-A, but increase by 4*value"
30.899.0,Eq adapt enable,RW,0=disable; 1=enable,"Set to '1' to enable the equalizer adaptation. Set to '0' to turn off equalizer adaptation. The user can freely write this bit to '0' or '1' to freeze/lock the currently adapted state of the equalizer or to (re)enable the adaptive behavior, respectively"
,,,,
R30.1155,25G Rx Lane 3 Eq Control,16'h0404,,
30.1155.15:12,Voting Offset,RW,,This field selects a voting offset used in the receive equalization algorithm.  The default value of zero selects no voting offset.  The offset value used is scaled by the selected voting window (period).
30.1155.11:10,Threshold ,RW,,This field selects the threshold used in the receive equalization algorithm.  The threshold value used is scaled by the selected voting window (period).
30.1155.9:8,Voting Window,RW,00 = 80K UI; 01 = 160K UI;  10 = 320K UI; 11 = 640K UI;,This field selects the time window (period) used by the receive equalization algorithm.
30.1155.7:3,Reserved,R,,
30.1155.2:1,RxEq Adaptive Threshold Mode,RW,00 = Threshold adaptation disabled; 01 = Continuous threshold adaptation ; 10 = One-shot mode-A adaptation; 11 = One-shot mode-B adaptation;,"This field selects the threshold adaption mode: 00 = Threshold adaptation disabled; 01 = Continuous threshold adaptation - Threshold adaptation is always active; 10 = One-shot mode-A adaptation - Once stable state is reached, threshold value is increased by 2*value in Table 60, and threshold adaptation is disabled; 11 = One-shot mode-B adaptation - as Mode-A, but increase by 4*value"
30.1155.0,Eq adapt enable,RW,0=disable; 1=enable,"Set to '1' to enable the equalizer adaptation. Set to '0' to turn off equalizer adaptation. The user can freely write this bit to '0' or '1' to freeze/lock the currently adapted state of the equalizer or to (re)enable the adaptive behavior, respectively"
,,,,
,,,,
R30.416,25G Rx Lane 0 PI Control 1,16'h0000,,
30.416.15:14,PI 3 quadrant ,RW,,Phase Interpolator 3 quadrant override
30.416.13:12,PI 2 quadrant,RW,,Phase Interpolator 2 quadrant override
30.416.11:10,PI 1 quadrant,RW,,Phase Interpolator 1 quadrant override
30.416.9:8,PI 0 quadrant,RW,,Phase Interpolator 0 quadrant override
30.416.7:2,Reserved,R,,
30.416.1,PI Lock,RW,0=unlock; 1=lock;,Set this bit = '1' to lock the interpolator. This will stop the CDR algorithm and hence the interpolator adjusting to the incoming data stream. 
30.416.0,PI Code Override,RW,,Set this bit = '1' to force the contents of PI quadrant and PI offset to control the interpolator code under MDIO control. There are some restrictions on accessing this bit.
,,,,
R30.672,25G Rx Lane 1 PI Control 1,16'h0000,,
30.672.15:14,PI 3 quadrant ,RW,,Phase Interpolator 3 quadrant override
30.672.13:12,PI 2 quadrant,RW,,Phase Interpolator 2 quadrant override
30.672.11:10,PI 1 quadrant,RW,,Phase Interpolator 1 quadrant override
30.672.9:8,PI 0 quadrant,RW,,Phase Interpolator 0 quadrant override
30.672.7:2,Reserved,R,,
30.672.1,PI Lock,RW,0=unlock; 1=lock;,Set this bit = '1' to lock the interpolator. This will stop the CDR algorithm and hence the interpolator adjusting to the incoming data stream. 
30.672.0,PI Code Override,RW,,Set this bit = '1' to force the contents of PI quadrant and PI offset to control the interpolator code under MDIO control. There are some restrictions on accessing this bit.
,,,,
R30.928,25G Rx Lane 2 PI Control 1,16'h0000,,
30.928.15:14,PI 3 quadrant ,RW,,Phase Interpolator 3 quadrant override
30.928.13:12,PI 2 quadrant,RW,,Phase Interpolator 2 quadrant override
30.928.11:10,PI 1 quadrant,RW,,Phase Interpolator 1 quadrant override
30.928.9:8,PI 0 quadrant,RW,,Phase Interpolator 0 quadrant override
30.928.7:2,Reserved,R,,
30.928.1,PI Lock,RW,0=unlock; 1=lock;,Set this bit = '1' to lock the interpolator. This will stop the CDR algorithm and hence the interpolator adjusting to the incoming data stream. 
30.928.0,PI Code Override,RW,,Set this bit = '1' to force the contents of PI quadrant and PI offset to control the interpolator code under MDIO control. There are some restrictions on accessing this bit.
,,,,
R30.1184,25G Rx Lane 3 PI Control 1,16'h0000,,
30.1184.15:14,PI 3 quadrant ,RW,,Phase Interpolator 3 quadrant override
30.1184.13:12,PI 2 quadrant,RW,,Phase Interpolator 2 quadrant override
30.1184.11:10,PI 1 quadrant,RW,,Phase Interpolator 1 quadrant override
30.1184.9:8,PI 0 quadrant,RW,,Phase Interpolator 0 quadrant override
30.1184.7:2,Reserved,R,,
30.1184.1,PI Lock,RW,0=unlock; 1=lock;,Set this bit = '1' to lock the interpolator. This will stop the CDR algorithm and hence the interpolator adjusting to the incoming data stream. 
30.1184.0,PI Code Override,RW,,Set this bit = '1' to force the contents of PI quadrant and PI offset to control the interpolator code under MDIO control. There are some restrictions on accessing this bit.
R30.420,25G Rx Lane 0 Eq Control 2 ,16'h0000,,
30.420.15:2,Eq Trip,R,,This field can be read for debug purposes to observe the value of the data pattern count at the time of the most recent equalizer  analysis interval expiry.  
30.420.1,Reserved,R,,
30.420.0,Equalizer code override,RW,0=free-run; 1=override;,"Assert this bit = '1' to force the contents of bits[3:0] of the RX Equalizer Control Register 1 to control the equalizer code under MDIO control.  There are some restrictions on accessing this bit.  RX Equalizer Control Register 1 can be read at any time.  In order to have the value written to this register overwrite the equalizer code, the bit[0] in this register  must have been asserted in a previous write cycle."
,,,,
R30.676,25G Rx Lane 1 Eq Control 2 ,16'h0000,,
30.676.15:2,Eq Trip,R,,This field can be read for debug purposes to observe the value of the data pattern count at the time of the most recent equalizer  analysis interval expiry.  
30.676.1,Reserved,R,,
30.676.0,Equalizer code override,RW,0=free-run; 1=override;,"Assert this bit = '1' to force the contents of bits[3:0] of the RX Equalizer Control Register 1 to control the equalizer code under MDIO control.  There are some restrictions on accessing this bit.  RX Equalizer Control Register 1 can be read at any time.  In order to have the value written to this register overwrite the equalizer code, the bit[0] in this register  must have been asserted in a previous write cycle."
,,,,
R30.932,25G Rx Lane 2 Eq Control 2 ,16'h0000,,
30.932.15:2,Eq Trip,R,,This field can be read for debug purposes to observe the value of the data pattern count at the time of the most recent equalizer  analysis interval expiry.  
30.932.1,Reserved,R,,
30.932.0,Equalizer code override,RW,0=free-run; 1=override;,"Assert this bit = '1' to force the contents of bits[3:0] of the RX Equalizer Control Register 1 to control the equalizer code under MDIO control.  There are some restrictions on accessing this bit.  RX Equalizer Control Register 1 can be read at any time.  In order to have the value written to this register overwrite the equalizer code, the bit[0] in this register  must have been asserted in a previous write cycle."
,,,,
R30.1188,25G Rx Lane 3 Eq Control 2 ,16'h0000,,
30.1188.15:2,Eq Trip,R,,This field can be read for debug purposes to observe the value of the data pattern count at the time of the most recent equalizer  analysis interval expiry.  
30.1188.1,Reserved,R,,
30.1188.0,Equalizer code override,RW,0=free-run; 1=override;,"Assert this bit = '1' to force the contents of bits[3:0] of the RX Equalizer Control Register 1 to control the equalizer code under MDIO control.  There are some restrictions on accessing this bit.  RX Equalizer Control Register 1 can be read at any time.  In order to have the value written to this register overwrite the equalizer code, the bit[0] in this register  must have been asserted in a previous write cycle."
R30.421,25G Rx Lane 0 Eq Observe 1 ,16'h0000,,
30.421.15:4,Reserved,R,,
30.421.3:0,Equalizer state,R,,"This value indicates the active receive linear equalizer setting.  When adaptation is disabled it will match the value in register r25.4, when enabled it will indicate the value to which it is adapted."
,,,,
R30.677,25G Rx Lane 1 Eq Observe 1,16'h0000,,
30.677.15:4,Reserved,R,,
30.677.3:0,Equalizer state,R,,"This value indicates the active receive linear equalizer setting.  When adaptation is disabled it will match the value in register r25.4, when enabled it will indicate the value to which it is adapted."
,,,,
R30.933,25G Rx Lane 2 Eq Observe 1 ,16'h0000,,
30.933.15:4,Reserved,R,,
30.933.3:0,Equalizer state,R,,"This value indicates the active receive linear equalizer setting.  When adaptation is disabled it will match the value in register r25.4, when enabled it will indicate the value to which it is adapted."
,,,,
R30.1189,25G Rx Lane 3 Eq Observe 1,16'h0000,,
30.1189.15:4,Reserved,R,,
30.1189.3:0,Equalizer state,R,,"This value indicates the active receive linear equalizer setting.  When adaptation is disabled it will match the value in register r25.4, when enabled it will indicate the value to which it is adapted."
R30.422,25G Rx Lane 0 Eq Setting ,16'h0000,,
30.422.15:4,Reserved,R,,
30.422.3:0,Equalizer Setting,RW,0000 =0000; 0001 = 0001; 0010 = 0010; 0011 = 0011; 0100 = 0100;  0101 = 0101;  0110 = 0110;  0111 = 0111; 1000 = 1000; 1001 = 1001; 1010 = 1010; 1011 = 1011; 1100 = 1100;  1101 = 1101;  1110 = 1110;  1111 = 1111;,This value selects the receive linear equalizer setting when equalizer adaptation is disabled.
,,,,
R30.678,25G Rx Lane 1 Eq Setting,16'h0000,,
30.678.15:4,Reserved,R,,
30.678.3:0,Equalizer Setting,RW,0000 =0000; 0001 = 0001; 0010 = 0010; 0011 = 0011; 0100 = 0100;  0101 = 0101;  0110 = 0110;  0111 = 0111; 1000 = 1000; 1001 = 1001; 1010 = 1010; 1011 = 1011; 1100 = 1100;  1101 = 1101;  1110 = 1110;  1111 = 1111;,This value selects the receive linear equalizer setting when equalizer adaptation is disabled.
,,,,
R30.934,25G Rx Lane 2 Eq Setting,16'h0000,,
30.934.15:4,Reserved,R,,
30.934.3:0,Equalizer Setting,RW,0000 =0000; 0001 = 0001; 0010 = 0010; 0011 = 0011; 0100 = 0100;  0101 = 0101;  0110 = 0110;  0111 = 0111; 1000 = 1000; 1001 = 1001; 1010 = 1010; 1011 = 1011; 1100 = 1100;  1101 = 1101;  1110 = 1110;  1111 = 1111;,This value selects the receive linear equalizer setting when equalizer adaptation is disabled.
,,,,
R30.1190,25G Rx Lane 3 Eq Setting,16'h0000,,
30.1190.15:4,Reserved,R,,
30.1190.3:0,Equalizer Setting,RW,0000 =0000; 0001 = 0001; 0010 = 0010; 0011 = 0011; 0100 = 0100;  0101 = 0101;  0110 = 0110;  0111 = 0111; 1000 = 1000; 1001 = 1001; 1010 = 1010; 1011 = 1011; 1100 = 1100;  1101 = 1101;  1110 = 1110;  1111 = 1111;,This value selects the receive linear equalizer setting when equalizer adaptation is disabled.
,,,,
R30.423,25G Rx0 2nd Order CDR Obs,16'h0000,,
30.423.15:14,Reserved,R,,
30.423.13:0,CDR2 Trip,R,,This field indicates the number of 1st order incr/decr pulses accumulated within the most recent second order CDR voting interval.  This value can be used to determine the magnitude of uncorrected receive clock ppm offset. A value of 14'h2000 indicates Zero accumulation. A value >14'h2000 indicates net positive accumulation (positive ppm). A value <14'h2000 indicates net negative accumulation (positive ppm). Note that there will normally be some small jitter induced variation of increments vs. decrements - so small accumulated values may not indicate an accurate ppm offset.  In such cases error should be reduced by averaging over multiple register reads.
,,,,
R30.679,25G Rx1 2nd Order CDR Obs,16'h0000,,
30.679.15:14,Reserved,R,,
30.679.13:0,CDR2 Trip,R,,This field indicates the number of 1st order incr/decr pulses accumulated within the most recent second order CDR voting interval.  This value can be used to determine the magnitude of uncorrected receive clock ppm offset. A value of 14'h2000 indicates Zero accumulation. A value >14'h2000 indicates net positive accumulation (positive ppm). A value <14'h2000 indicates net negative accumulation (positive ppm). Note that there will normally be some small jitter induced variation of increments vs. decrements - so small accumulated values may not indicate an accurate ppm offset.  In such cases error should be reduced by averaging over multiple register reads.
,,,,
R30.935,25G Rx2 2nd Order CDR Obs,16'h0000,,
30.935.15:14,Reserved,R,,
30.935.13:0,CDR2 Trip,R,,This field indicates the number of 1st order incr/decr pulses accumulated within the most recent second order CDR voting interval.  This value can be used to determine the magnitude of uncorrected receive clock ppm offset. A value of 14'h2000 indicates Zero accumulation. A value >14'h2000 indicates net positive accumulation (positive ppm). A value <14'h2000 indicates net negative accumulation (positive ppm). Note that there will normally be some small jitter induced variation of increments vs. decrements - so small accumulated values may not indicate an accurate ppm offset.  In such cases error should be reduced by averaging over multiple register reads.
,,,,
R30.1191,25G Rx3 2nd Order CDR Obs,16'h0000,,
30.1191.15:14,Reserved,R,,
30.1191.13:0,CDR2 Trip,R,,This field indicates the number of 1st order incr/decr pulses accumulated within the most recent second order CDR voting interval.  This value can be used to determine the magnitude of uncorrected receive clock ppm offset. A value of 14'h2000 indicates Zero accumulation. A value >14'h2000 indicates net positive accumulation (positive ppm). A value <14'h2000 indicates net negative accumulation (positive ppm). Note that there will normally be some small jitter induced variation of increments vs. decrements - so small accumulated values may not indicate an accurate ppm offset.  In such cases error should be reduced by averaging over multiple register reads.
,,,,
,,,,
,,,,
R30.424,25G Rx Lane 0 PI Position 1,16'h0000,,
30.424.15:10,Reserved,R,,
30.424.9:8,PI Quadrant value,R,,The current value of the interpolator quadrant can be read back through this field
30.424.7:0,PI Code value,R,,The current value of the (coarse) interpolator code can be read back through this field
,,,,
R30.680,25G Rx Lane 1 PI Position 1,16'h0000,,
30.680.15:10,Reserved,R,,
30.680.9:8,PI Quadrant value,R,,The current value of the interpolator quadrant can be read back through this field
30.680.7:0,PI Code value,R,,The current value of the (coarse) interpolator code can be read back through this field
,,,,
R30.936,25G Rx Lane 2 PI Position 1,16'h0000,,
30.936.15:10,Reserved,R,,
30.936.9:8,PI Quadrant value,R,,The current value of the interpolator quadrant can be read back through this field
30.936.7:0,PI Code value,R,,The current value of the (coarse) interpolator code can be read back through this field
,,,,
R30.1192,25G Rx Lane 3 PI Position 1,16'h0000,,
30.1192.15:10,Reserved,R,,
30.1192.9:8,PI Quadrant value,R,,The current value of the interpolator quadrant can be read back through this field
30.1192.7:0,PI Code value,R,,The current value of the (coarse) interpolator code can be read back through this field
